	investigation type	project name	geographic location (longitude)	geographic location (country and/or sea,region)	collection date	environment (biome)	environment (feature)	environment (material)	environmental package	sequencing method	geographic location (latitude)	ENA checklist	sample-desc	sample-name
ERR2539707	metagenome	mouse_abx_redox_rep2	-78.94244	USA	2015-11-08	fecal environment	feces	feces	host-associated	Illumina	36.00652	ERC000013	mouse 14 (abx=n cohoused=y with mouse 10) hour 120	14.144
ERR2539802	metagenome	mouse_abx_redox_rep2	-78.94244	USA	2015-11-15	fecal environment	feces	feces	host-associated	Illumina	36.00652	ERC000013	mouse 7 (abx=y cohoused=y with mouse 17) hour 312	7.312
ERR2539821	metagenome	mouse_abx_redox_rep1	-78.94244	USA	2015-09-04	fecal environment	feces	feces	host-associated	Illumina	36.00652	ERC000013	mouse 451 (abx=n cohouse=n) day 5	945451.D5
ERR2539838	metagenome	mouse_abx_redox_rep1	-78.94244	USA	2015-09-09	fecal environment	feces	feces	host-associated	Illumina	36.00652	ERC000013	mouse 452 (abx=y cohouse=n) day 10	945452.D10
ERR2539850	metagenome	mouse_abx_redox_rep1	-78.94244	USA	2015-09-10	fecal environment	feces	feces	host-associated	Illumina	36.00652	ERC000013	mouse 453 (abx=n cohouse=n) day 10	945453.D11
ERR2539925	metagenome	mouse_abx_redox_rep1	-78.94244	USA	2015-09-01	fecal environment	feces	feces	host-associated	Illumina	36.00652	ERC000013	mouse 460 (abx=y cohouse=n) day 2	945460.D2
ERR2539933	metagenome	mouse_abx_redox_rep1	-78.94244	USA	2015-08-31	fecal environment	feces	feces	host-associated	Illumina	36.00652	ERC000013	mouse 461 (abx=n cohouse=n) day 1	945461.D1
ERR2539947	metagenome	mouse_abx_redox_rep1	-78.94244	USA	2015-09-02	fecal environment	feces	feces	host-associated	Illumina	36.00652	ERC000013	mouse 462 (abx=y cohouse=n) day 3	945462.D3
ERR2539958	metagenome	mouse_abx_redox_rep1	-78.94244	USA	2015-09-01	fecal environment	feces	feces	host-associated	Illumina	36.00652	ERC000013	mouse 463 (abx=n cohouse=n) day 2	945463.D2
ERR2539959	metagenome	mouse_abx_redox_rep1	-78.94244	USA	2015-09-02	fecal environment	feces	feces	host-associated	Illumina	36.00652	ERC000013	mouse 463 (abx=n cohouse=n) day 3	945463.D3
ERR2539969	metagenome	mouse_abx_redox_rep1	-78.94244	USA	2015-08-31	fecal environment	feces	feces	host-associated	Illumina	36.00652	ERC000013	mouse 464 (abx=n cohouse=n) day 1	945464.D1
ERR2539971	metagenome	mouse_abx_redox_rep1	-78.94244	USA	2015-09-02	fecal environment	feces	feces	host-associated	Illumina	36.00652	ERC000013	mouse 464 (abx=n cohouse=n) day 3	945464.D3
ERR2539973	metagenome	mouse_abx_redox_rep1	-78.94244	USA	2015-09-04	fecal environment	feces	feces	host-associated	Illumina	36.00652	ERC000013	mouse 464 (abx=n cohouse=n) day 5	945464.D5
ERR2539988	metagenome	mouse_abx_redox_rep1	-78.94244	USA	2015-09-07	fecal environment	feces	feces	host-associated	Illumina	36.00652	ERC000013	mouse 465 (abx=y cohouse=n) day 8	945465.D8
ERR2539997	metagenome	mouse_abx_redox_rep1	-78.94244	USA	2015-09-04	fecal environment	feces	feces	host-associated	Illumina	36.00652	ERC000013	mouse 466 (abx=n cohouse=n) day 5	945466.D5
ERR2540015	metagenome	mouse_abx_redox_rep1	-78.94244	USA	2015-09-10	fecal environment	feces	feces	host-associated	Illumina	36.00652	ERC000013	mouse 467 (abx=y cohouse=n) day 11	945467.D11
ERR2540036	metagenome	mouse_abx_redox_rep1	-78.94244	USA	2015-08-30	fecal environment	feces	feces	host-associated	Illumina	36.00652	ERC000013	mouse 470 (abx=y cohouse=n) day 0	945470.D0
ERR2540042	metagenome	mouse_abx_redox_rep1	-78.94244	USA	2015-09-05	fecal environment	feces	feces	host-associated	Illumina	36.00652	ERC000013	mouse 470 (abx=y cohouse=n) day 6	945470.D6
ERR2540264	metagenome	bioreactor_abx_redox	-78.93936	USA	2016-06-09	fecal environment	feces	feces	host-associated	Illumina	36.00341	ERC000013	run 1 vessel 2 (aerobic, antibiotic) day -2	1.2.0
ERR2540280	metagenome	bioreactor_abx_redox	-78.93936	USA	2016-06-13	fecal environment	feces	feces	host-associated	Illumina	36.00341	ERC000013	run 1 vessel 2 (aerobic, antibiotic) day 2	1.2.4
ERR2540292	metagenome	bioreactor_abx_redox	-78.93936	USA	2016-06-29	fecal environment	feces	feces	host-associated	Illumina	36.00341	ERC000013	run 2 vessel 2 (aerobic, control) day 0	2.2.2
ERR2539557	metagenome	mouse_abx_redox_rep2	-78.94244	USA	2015-11-03	fecal environment	feces	feces	host-associated	Illumina	36.00652	ERC000013	mouse 16 (abx=n cohoused=n) hour 20	16.02
ERR2539823	metagenome	mouse_abx_redox_rep1	-78.94244	USA	2015-09-06	fecal environment	feces	feces	host-associated	Illumina	36.00652	ERC000013	mouse 451 (abx=n cohouse=n) day 7	945451.D7
ERR2539837	metagenome	mouse_abx_redox_rep1	-78.94244	USA	2015-09-08	fecal environment	feces	feces	host-associated	Illumina	36.00652	ERC000013	mouse 452 (abx=y cohouse=n) day 9	945452.D9
ERR2539840	metagenome	mouse_abx_redox_rep1	-78.94244	USA	2015-08-30	fecal environment	feces	feces	host-associated	Illumina	36.00652	ERC000013	mouse 453 (abx=n cohouse=n) day 0	945453.D0
ERR2539974	metagenome	mouse_abx_redox_rep1	-78.94244	USA	2015-09-05	fecal environment	feces	feces	host-associated	Illumina	36.00652	ERC000013	mouse 464 (abx=n cohouse=n) day 6	945464.D6
ERR2539994	metagenome	mouse_abx_redox_rep1	-78.94244	USA	2015-09-01	fecal environment	feces	feces	host-associated	Illumina	36.00652	ERC000013	mouse 466 (abx=n cohouse=n) day 2	945466.D2
ERR2539999	metagenome	mouse_abx_redox_rep1	-78.94244	USA	2015-09-06	fecal environment	feces	feces	host-associated	Illumina	36.00652	ERC000013	mouse 466 (abx=n cohouse=n) day 7	945466.D7
ERR2540002	metagenome	mouse_abx_redox_rep1	-78.94244	USA	2015-09-09	fecal environment	feces	feces	host-associated	Illumina	36.00652	ERC000013	mouse 466 (abx=n cohouse=n) day 10	945466.D10
ERR2540040	metagenome	mouse_abx_redox_rep1	-78.94244	USA	2015-09-03	fecal environment	feces	feces	host-associated	Illumina	36.00652	ERC000013	mouse 470 (abx=y cohouse=n) day 4	945470.D4
ERR2540265	metagenome	bioreactor_abx_redox	-78.93936	USA	2016-06-09	fecal environment	feces	feces	host-associated	Illumina	36.00341	ERC000013	run 1 vessel 3 (anaerobic, control) day -2	1.3.0
ERR2539478	metagenome	mouse_abx_redox_rep2	-78.94244	USA	2015-11-02	fecal environment	feces	feces	host-associated	Illumina	36.00652	ERC000013	mouse 6 (abx=y cohoused=n) hour 4	6.004
ERR2539501	metagenome	mouse_abx_redox_rep2	-78.94244	USA	2015-11-02	fecal environment	feces	feces	host-associated	Illumina	36.00652	ERC000013	mouse 12 (abx=n cohoused=n) hour 8	12.008
ERR2539502	metagenome	mouse_abx_redox_rep2	-78.94244	USA	2015-11-02	fecal environment	feces	feces	host-associated	Illumina	36.00652	ERC000013	mouse 13 (abx=y cohoused=y with mouse 5) hour 8	13.008
ERR2539504	metagenome	mouse_abx_redox_rep2	-78.94244	USA	2015-11-02	fecal environment	feces	feces	host-associated	Illumina	36.00652	ERC000013	mouse 15 (abx=n cohoused=n) hour 8	15.008
ERR2539506	metagenome	mouse_abx_redox_rep2	-78.94244	USA	2015-11-02	fecal environment	feces	feces	host-associated	Illumina	36.00652	ERC000013	mouse 17 (abx=n cohoused=y with mouse 7) hour 8	17.008
ERR2539555	metagenome	mouse_abx_redox_rep2	-78.94244	USA	2015-11-03	fecal environment	feces	feces	host-associated	Illumina	36.00652	ERC000013	mouse 14 (abx=n cohoused=y with mouse 10) hour 20	14.02
ERR2539556	metagenome	mouse_abx_redox_rep2	-78.94244	USA	2015-11-03	fecal environment	feces	feces	host-associated	Illumina	36.00652	ERC000013	mouse 15 (abx=n cohoused=n) hour 20	15.02
ERR2539561	metagenome	mouse_abx_redox_rep2	-78.94244	USA	2015-11-03	fecal environment	feces	feces	host-associated	Illumina	36.00652	ERC000013	mouse 2 (abx=y cohoused=n) hour 23	2.023
ERR2539730	metagenome	mouse_abx_redox_rep2	-78.94244	USA	2015-11-10	fecal environment	feces	feces	host-associated	Illumina	36.00652	ERC000013	mouse 3 (abx=y cohoused=n) hour 168	3.192
ERR2540011	metagenome	mouse_abx_redox_rep1	-78.94244	USA	2015-09-06	fecal environment	feces	feces	host-associated	Illumina	36.00652	ERC000013	mouse 467 (abx=y cohouse=n) day 7	945467.D7
ERR2540277	metagenome	bioreactor_abx_redox	-78.93936	USA	2016-06-12	fecal environment	feces	feces	host-associated	Illumina	36.00341	ERC000013	run 1 vessel 3 (anaerobic, control) day 1	1.3.3
ERR2539628	metagenome	mouse_abx_redox_rep2	-78.94244	USA	2015-11-04	fecal environment	feces	feces	host-associated	Illumina	36.00652	ERC000013	mouse 17 (abx=n cohoused=y with mouse 7) hour 49	17.049
ERR2539639	metagenome	mouse_abx_redox_rep2	-78.94244	USA	2015-11-05	fecal environment	feces	feces	host-associated	Illumina	36.00652	ERC000013	mouse 10 (abx=y cohoused=y with mouse 14) hour 63	10.063
